Designator,Footprint,Quantity,Value,LCSC Part #
REFFC,Amphenol_F32R-1A7x1-11010_1x10-1MP_P0.5mm_Horizontal,1,Amphenol_F32R-1A7x1-11010_1x10-1MP_P0.5mm_Horizontal,C3169434
