Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
CY8CMBR3116,CY8CMBR3116,QFN-24-1EP_4x4mm_P0.5mm_EP2.6x2.6mm,24.405864,-31.717903,-45,top
